episode,reward,steps,epsilon,loss,buffer_size,avg_reward_100
0,-50.530035335689334,1000,1.0,0.0,1000,-50.530035335689334
1,-30.693069306930685,1000,1.0,0.0,2000,-40.61155232131001
2,-48.42406876790869,1000,1.0,0.0,3000,-43.215724470176234
3,-39.490445859872864,1000,1.0,0.0,4000,-42.28440481760039
4,-24.8366013071897,1000,0.9999901,0.005028774496167898,5000,-38.79484411551825
5,-35.15358361774752,1000,0.9975150999999982,0.2465966214146465,6000,-38.1879673658898
6,-59.85401459854064,1000,0.9950400999999964,0.22094746407261118,7000,-41.283116970554204
7,-32.72171253822636,1000,0.9925650999999946,0.20031467644311488,8000,-40.212941416513225
8,-34.70790378006881,1000,0.9900900999999929,0.21119958081981166,9000,-39.6012705680194
9,-32.6599326599332,1000,0.9876150999999911,0.19268975649029016,10000,-38.90713677721078
10,-26.66666666666665,1000,0.9851400999999893,0.19610496937204153,11000,-37.794366767161314
11,-17.85714285714275,1000,0.9826650999999875,0.15807189627643675,12000,-36.132931441326434
12,-32.432432432432485,1000,0.9801900999999857,0.20250655957125127,13000,-35.848277671411516
13,-26.045016077170466,1000,0.977715099999984,0.17108656846452505,14000,-35.1480447003943
14,-34.57943925233661,1000,0.9752400999999822,0.19869898042827844,15000,-35.11013767052379
15,-24.13793103448274,1000,0.9727650999999804,0.20286128190066666,16000,-34.42437475577122
16,-17.525773195876262,1000,0.9702900999999786,0.20821961314417423,17000,-33.430339369895044
17,-55.631399317406824,1000,0.9678150999999768,0.17708370142802596,18000,-34.663731589201255
18,-37.704918032787084,1000,0.965340099999975,0.19853998078405857,19000,-34.82379403360051
19,-58.064516129032924,1000,0.9628650999999733,0.18131306052580476,20000,-35.98583013837212
20,-59.8540145985406,1000,0.9603900999999715,0.1923561621196568,21000,-37.1224103507611
21,-51.672862453531955,1000,0.9579150999999697,0.1784905025716871,22000,-37.783794537250685
22,-43.060498220640746,1000,0.9554400999999679,0.19355813866481186,23000,-38.013216436528516
23,-20.577617328519683,1000,0.9529650999999661,0.17590445527993143,24000,-37.286733140361484
24,-14.59074733096062,1000,0.9504900999999644,0.18438517969287932,25000,-36.37889370798545
25,-48.71794871794899,1000,0.9480150999999626,0.19188133369758725,26000,-36.8534727468302
26,-26.28205128205125,1000,0.9455400999999608,0.20579523915052414,27000,-36.46193861850505
27,-25.925925925925807,1000,0.943065099999959,0.19947914204373957,28000,-36.08565245091294
28,-4.958677685950107,1000,0.9405900999999572,0.19764748030155896,29000,-35.01230849350042
29,-41.36807817589606,1000,0.9381150999999555,0.21661777088418602,30000,-35.22416748291361
30,-3.225806451612608,1000,0.9356400999999537,0.22122471590340137,31000,-34.19196228835552
31,-13.85767790262172,1000,0.9331650999999519,0.21933648920431734,32000,-33.55651590130134
32,-37.5000000000005,1000,0.9306900999999501,0.20465719658322631,33000,-33.676015419443736
33,-29.530201342281842,1000,0.9282150999999483,0.20753524371236562,34000,-33.55407971129191
34,-15.194346289752422,1000,0.9257400999999466,0.2175593056026846,35000,-33.02951589924793
35,-36.84210526315822,1000,0.9232650999999448,0.1922351301535964,36000,-33.13542115935655
36,-34.782608695652335,1000,0.920790099999943,0.22569469226896763,37000,-33.17993974141859
37,-10.652920962199053,1000,0.9183150999999412,0.22422875427361577,38000,-32.58712345775492
38,-78.64768683273996,1000,0.9158400999999394,0.22013094082660972,39000,-33.768163544292996
39,-31.40794223826749,1000,0.9133650999999376,0.21209278815425933,40000,-33.709158011642366
40,-22.178988326848142,1000,0.9108900999999359,0.21619541108608245,41000,-33.42793436079373
41,-38.181818181818606,1000,0.9084150999999341,0.2277171505559236,42000,-33.54112207081813
42,-24.398625429553128,1000,0.9059400999999323,0.22455510541982948,43000,-33.328505869858475
43,-51.31086142322128,1000,0.9034650999999305,0.2560861926842481,44000,-33.737195768798536
44,-45.65217391304383,1000,0.9009900999999287,0.21982581852562724,45000,-34.00197306089288
45,-47.95539033457294,1000,0.898515099999927,0.23804903403297067,46000,-34.305308219016354
46,-21.933085501858702,1000,0.8960400999999252,0.20532368645630777,47000,-34.04206943780024
47,-47.01986754966916,1000,0.8935650999999234,0.22459524215385318,48000,-34.3124402317975
48,-72.97297297297303,1000,0.8910900999999216,0.2190608502496034,49000,-35.101430695903126
49,-51.890034364261595,1000,0.8886150999999198,0.21032431611046196,50000,-35.43720276927029
50,-34.256055363321906,1000,0.886140099999918,0.22234262553229928,51000,-35.41404301621248
51,-27.215189873417778,1000,0.8836650999999163,0.19222592568956315,52000,-35.25637276346643
52,-24.812030075188428,1000,0.8811900999999145,0.21819864013418555,53000,-35.05930969387628
53,-39.79933110367927,1000,0.8787150999999127,0.2184948177970946,54000,-35.14708786813189
54,-47.183098591549594,1000,0.8762400999999109,0.22542467876523734,55000,-35.36592442673948
55,-32.25806451612962,1000,0.8737650999999091,0.2163402911424637,56000,-35.310426928335744
56,-32.624113475177545,1000,0.8712900999999074,0.22627517628669738,57000,-35.263298622139985
57,-47.16981132075527,1000,0.8688150999999056,0.22207303716614843,58000,-35.46858332384025
58,2.856048730848215e-14,1000,0.8663400999999038,0.21618427769467236,59000,-34.86742089462262
59,-4.290429042904112,1000,0.863865099999902,0.2342188342884183,60000,-34.35780436376065
60,-71.32616487455213,1000,0.8613900999999002,0.20910474199429155,61000,-34.96384306065887
61,-49.6402877697847,1000,0.8589150999998985,0.23173989193513989,62000,-35.20055991080606
62,-19.463087248322495,1000,0.8564400999998967,0.20144267367944121,63000,-34.950758757433306
63,21.428571428570997,1000,0.8539650999998949,0.22214670864120126,64000,-34.069831723276984
64,-5.73770491803278,1000,0.8514900999998931,0.22891745998710394,65000,-33.63395284935015
65,-35.48387096774203,1000,0.8490150999998913,0.23726649634167551,66000,-33.661981911750026
66,1.0830324909742801,1000,0.8465400999998896,0.2127430651411414,67000,-33.14339960723175
67,-37.70491803278705,1000,0.8440650999998878,0.23599690059944986,68000,-33.21048076054874
68,-67.74193548387132,1000,0.841590099999886,0.22960830209776759,69000,-33.71093662610414
69,-56.89655172413841,1000,0.8391150999998842,0.21423346282541753,70000,-34.042159698933204
70,-23.636363636363818,1000,0.8366400999998824,0.224702025834471,71000,-33.895599191009694
71,-48.88178913738052,1000,0.8341650999998806,0.22628607971966266,72000,-34.103740718042616
72,-22.535211267605508,1000,0.8316900999998789,0.2218451704531908,73000,-33.94526771187225
73,-9.407665505226323,1000,0.8292150999998771,0.22283309134840965,74000,-33.613678492863514
74,-66.9966996699674,1000,0.8267400999998753,0.21160979212448,75000,-34.058785441891565
75,-9.090909090908823,1000,0.8242650999998735,0.2135403506718576,76000,-33.73026075306285
76,-39.39393939393956,1000,0.8217900999998717,0.24148727635666728,77000,-33.803815021126184
77,-36.87707641196031,1000,0.81931509999987,0.2269615060351789,78000,-33.843215808188155
78,-59.25925925926,1000,0.8168400999998682,0.23215416531637312,79000,-34.16493787718907
79,-23.875432525951737,1000,0.8143650999998664,0.1983349379748106,80000,-34.0363190602986
80,-28.792569659442727,1000,0.8118900999998646,0.22267223616689444,81000,-33.97158141337445
81,-50.31055900621174,1000,0.8094150999998628,0.24124368799477816,82000,-34.17083723767735
